SrNo,NIMS_ID,k,tigerid,OPERATI+E:MONAL_CUSTOMER_REPC,REPC_SERVICE_ABBR,CIRCUIT_ISSUE_DATE,,pending_with,reason_of_pending,CRFS date,Config date,Pending,Assigned,testing date,TAT for testing
1778,NYYX-SEZX 30N153,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:45,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1779,NYYX-SEZX 30N154,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:50,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1780,NYYX-SEZX 30N155,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:41:55,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1781,NYYX-SEZX 30N156,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:42:00,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1782,NYYX-SEZX 30N157,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:42:05,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1783,NYYX-SEZX 30N158,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:42:10,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1784,NYYX-SEZX 30N159,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:42:15,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1785,NYYX-SEZX 30N160,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:42:20,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1786,NYYX-SEZX 30N161,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:42:25,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1787,NYYX-SEZX 30N162,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:42:30,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1788,NYYX-SEZX 30N102,Cancel,793303,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,13-10-2015 12:42:35,PMORASAK,,,,16 Oct 15,Complete,Abhilasha,,
1789,A91X-JH4X SPVLAN0001,Provide,800688,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,13-10-2015 13:41:57,YSOMI,,,,15 Oct 15,Complete,Abhilasha,,
1790,H99X-IM6X H99-IM6 SVLAN3157,Provide,795712,36202 - MERRILL LYNCH (ASIA PACIFIC) LIMITED,GLOBETH,13-10-2015 13:57:28,PPRABHUD,,,,,Complete,Amol,,
1791,FR1X-FV0X 1538.98NM001,Provide,800708,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,13-10-2015 14:27:47,SUDSHIND,,,,,Complete,Saurabh.G,,
1792,CKDX-KV8X 1529.55NM001_,Provide,800172,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,13-10-2015 14:28:23,ASHANDHA,,,,,Pending,Harendra,,
1793,L78X-NW8X 1002ISID5200,Provide,796160,25700 - TATA - BB ETHERNET.,*N/A*,13-10-2015 15:06:17,AVIPATIL,,,,,Complete,Amol,,
1794,AV3X-AV3X OMS0569,Provide,799277,10234 - GLOBE TELECOM INC.,IRU,13-10-2015 16:55:40,GSACHAN,OPS,Testing going on,,14 Oct 15,Complete,Rahul,,
1795,7K2X-RH8X 10G0001,Provide,799283,10234 - GLOBE TELECOM INC.,IRU,14-10-2015 04:35:06,GSACHAN,OPS,Testing going on,,14 Oct 15,Complete,Rahul,,
1796,GHSX-TV2X OMS0003,Provide,799284,10234 - GLOBE TELECOM INC.,IRU,14-10-2015 06:13:40,GSACHAN,OPS,Testing going on,,15 Oct 15,Complete,Rahul,,
1797,FR7X-W1UX 0071ISID7402,Reroute,800239,25700 - TATA - BB ETHERNET.,*N/A*,14-10-2015 07:11:24,AVIPATIL,,POM Raised on 16-NOV-15 from 10-12 GMT with one hrs Downtime,,,Pending,Harendra,,
1798,JSOX-WY6X 30N002,Cancel,800066,26152 - SPRINTLINK UK LIMITED,GSM,14-10-2015 07:33:03,PRATPAND,BOP,DOT not arrived,,15 Oct 15,Complete,Rahul,,
1799,DVWX-MTTX 24N001,Reroute,800083,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,14-10-2015 09:28:42,SUDSHIND,,,POM on 23rd,,Complete,Amol,,
1800,N0VX-NTOX 10G012,Provide,783798,25062 - TATA - BB IP6453,*N/A*,14-10-2015 10:58:47,ASHANDHA,,,,,Pending,Harendra,,
1801,C99X-IN2X 1G0001,Provide,792844,7110 - SPRINT INTL COMM. SINGAPORE PTE LTD,GLOBETH,14-10-2015 12:48:22,PPRABHUD,,Testing is in progress,,,Complete,Harendra,,
1802,LWWX-NYYX VC4S001,Cancel,793298,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,14-10-2015 13:01:29,PMORASAK,,,,,Complete,Swapnali,,
1803,7VZX-W1UX SPVLAN0111,Provide,792717,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,14-10-2015 13:20:06,YSOMI,,,,,Complete,Shashank,,
1804,IH4X-SVQX SPVLAN0019,Provide,793525,15037 - CHINA MOBILE INTERNATIONAL LTD,GLOBETH,14-10-2015 13:28:23,YSOMI,,Testing is in progress,,,Pending,Harendra,,
1805,H99X-SVWX 10G1001,Reroute,799702,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,14-10-2015 13:54:37,ASATPUTE,,,0,,Complete,Amol,,
1806,74FX-C99X 100M001,Cancel,800930,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,14-10-2015 14:19:27,PRATPAND,SDCNOC,,0,,Complete,Shashank,,
1807,L83X-LY9X 4S004,Provide,763390,23934 - SIFY TECHNOLOGIES LIMITED,GSM,15-10-2015 03:42:04,,PM,DT awaited,,16 Nov 15,Complete,Rahul,,
1808,YY5X-Z66X 4S001,Provide,784930,12313 - AT&T COMMUNICATIONS (UK) LTD,GSM,15-10-2015 03:42:04,AKARMUR,PM,PTC CCX is pending,,16 Oct 15,Complete,Rahul,,
1809,85UX-H99X 100M0001,Provide,797362,27908 - CHINA UNICOM (HONG KONG) OPERATIONS LIMITE,GLOBETH,15-10-2015 06:17:50,YSOMI,,,0,,Complete,Amol,,
1810,MMBX-VMUX MMB-KPJDL71IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:12:58,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1811,MMBX-VMUX MMB-KPJDL71IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:13:31,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1812,MMBX-VMUX MMB-KPJDL72IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:13:35,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1813,MMBX-VMUX MMB-KPJDL72IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:13:39,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1814,MMBX-VMUX MMB-KPJDL73IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:13:42,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1815,MMBX-VMUX MMB-KPJDL73IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:13:45,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1816,MMBX-VMUX MMB-KPJDL74IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:13:49,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1817,MMBX-VMUX MMB-KPJDL74IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:13:52,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1818,MMBX-VMUX MMB-KPJDL75IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:13:56,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1819,MMBX-VMUX MMB-KPJDL75IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:14:00,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1820,MMBX-VMUX MMB-KPJDL76IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:14:03,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1821,MMBX-VMUX MMB-KPJDL76IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:14:06,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1822,MMBX-VMUX MMB-KPJDL77IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:14:10,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1823,MMBX-VMUX MMB-KPJDL77IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:14:14,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1824,MMBX-VMUX MMB-KPJDL78IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:14:17,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1825,MMBX-VMUX MMB-KPJDL78IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:14:21,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1826,NDLX-NV7X NV7-KLLDL71IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:15:47,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1827,NDLX-NV7X NV7-KLLDL71IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:17:31,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1828,NDLX-NV7X NV7-KLLDL72IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:17:35,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1829,NDLX-NV7X NV7-KLLDL72IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:17:39,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1830,NDLX-NV7X NV7-KLLDL73IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:17:42,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1831,NDLX-NV7X NV7-KLLDL73IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:17:45,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1832,NDLX-NV7X NV7-KLLDL74IROAMA ,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:17:48,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1833,NDLX-NV7X NV7-KLLDL74IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:17:51,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1834,NDLX-NV7X NV7-KLLDL75IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:17:54,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1835,NDLX-NV7X NV7-KLLDL75IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:17:57,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1836,NDLX-NV7X NV7-KLLDL76IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:18:00,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1837,NDLX-NV7X NV7-KLLDL76IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:18:02,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1838,NDLX-NV7X NV7-KLLDL77IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:18:05,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1839,NDLX-NV7X NV7-KLLDL77IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:18:08,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1840,NDLX-NV7X NV7-KLLDL78IROAMA,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:18:11,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1841,NDLX-NV7X NV7-KLLDL78IROAMB,Provide,800000,13110 - MAXIS INTERNATIONAL SDN BHD,VTS,15-10-2015 07:18:14,ANVERMA,BOP,anil verma to confirm on ownership of mapping.,,,Complete,Rohan,,
1842,HK4X-J2WX DWDM007,Reroute,799700,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,15-10-2015 07:27:29,AVIPATIL,PM,DT awaited,,27 Oct 15,Pending,Rahul,,
1843,A90X-D23X 100M001,Reroute,799581,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,15-10-2015 08:25:50,YSOMI,,,,15 Oct 15,Complete,Abhilasha,,
1844,LY9X-LY9X OF1839,Cancel,800067,24964 - SINGTEL GLOBAL (INDIA) PVT. LTD.,GSM,15-10-2015 08:35:27,PRATPAND,PM,,0,4 Jan 16,Complete,Saurabh.A,,
1845,IM6X-SVWX BE0021/AOVL,Reroute,796019,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,15-10-2015 09:25:52,AVIPATIL,,,,,Pending,Harendra,,
1846,SV8X-WV1X 1550.12NM01S1F3,Provide,799325,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,15-10-2015 10:05:48,AVIPATIL,,,,,Complete,Saurabh.G,,
1847,S98X-S98X ETS484,Cancel,800377,21243 - MCKINSEY,GSM,15-10-2015 10:42:23,PRATPAND,SDCNOC,,30 Dec 99,2 Nov 15,Complete,Saurabh.A,,
1848,LDNX-NJYX TUG3S005,Provide,799871,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,15-10-2015 11:24:01,SUDSHIND,,,,,Complete,Amol,,
1849,0CCX-S99X 24N002,Cancel,800141,24247 - TATA CONSULTANCY SERVICES LIMITED,GSM,15-10-2015 11:25:53,MNIBRAD,,,,,Complete,Omkar,,
1850,968X-L78X 100M0001,Provide,798378,28981 - DUNCAN LEWIS (SOLICITORS) LIMITED,GLOBETH,15-10-2015 11:29:09,PPRABHUD,,Testing is in progress,,,Pending,Harendra,,
1851,C36X-IH4X SVID1988,Provide,789553,25700 - TATA - BB ETHERNET.,*N/A*,15-10-2015 12:04:08,AVIPATIL,,,,,Pending,Harendra,,
1852,44NX-46NX 100M0001,Cancel,801121,26186 - NEOTEL (PTY) LIMITED,GLOBETH,15-10-2015 12:56:31,PRATPAND,SDCNOC,No role. Available Jobs closed,30 Dec 99,,Complete,Amol,,
1853,G0YX-G0ZX 4V4C0001,Provide,800942,29795 - BHARTI INTERNATIONAL SINGAPORE PTE LTD,GSM,15-10-2015 13:04:54,SANDEEPJ,OPS,Testing going on,,16 Oct 15,Complete,Rahul,,
1854,A86X-A90X SPVLAN0115,Provide,799959,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,15-10-2015 13:31:18,PPRABHUD,,,,15 Oct 15,Complete,Abhilasha,,
1855,02TX-DTXX 24N001,Cancel,800150,24247 - TATA CONSULTANCY SERVICES LIMITED,GSM,16-10-2015 06:26:44,MNIBRAD,,,,,Complete,Omkar,,
1856,1ZZX-TY6X 10G001,Reroute,795651,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,16-10-2015 06:42:40,AVIPATIL,,,,,Complete,Shashank,,
1857,8J0X-N99X IPTTDM0001,Provide,791922,27770 - MINDTREE LTD,GSM,16-10-2015 07:07:02,MADGUPTA,,,,,Complete,Amol,,
1858,FW6X-YHBX 100G001,Provide,795577,36163 - APPLE INC,GSM,16-10-2015 07:56:44,AKARMUR,OPS,Testing pending,,19 Oct 15,Complete,Rahul,,
1859,6B5X-C99X SPVLAN016,Reroute,798644,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,16-10-2015 09:48:34,YSOMI,,,,16 Oct 15,Complete,Abhilasha,,
1860,MEXX-MTTX 30N002,Reroute,800147,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,16-10-2015 10:06:27,ASATPUTE,,,0,,Complete,Amol,,
1861,NTOX-Q81X OMS001,Provide,784625,"7081 - NTT AMERICA, INC.",GSM,16-10-2015 10:48:14,AKARMUR,OPS,Testing pending,,19 Oct 15,Complete,Rahul,,
1862,3L1X-3QRX VC4S0002,Provide,797077,25508 - OOREDOO (Q.S.C),IRU,16-10-2015 11:04:26,BHUSHPAT,,,,,Complete,Amol,,
1863,H97X-H97X SPVLAN0002,Reroute,800747,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,16-10-2015 11:07:17,YSOMI,,,,,Complete,Abhilasha,16 Oct 15,
1864,LDNX-UZ5X IPTTDM0006,Provide,781616,24275 - MAIN ONE CABLE COMPANY LIMITED,INTRNET,16-10-2015 11:39:49,KBHOWMIK,,,,,Complete,Amol,,
1865,FB5X-H97X SPVLAN026,Reroute,800740,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,16-10-2015 12:59:06,YSOMI,,,,,Complete,Rohan,16 Oct 15,
1866,43NX-44NX 10M0001,Cancel,801367,26186 - NEOTEL (PTY) LIMITED,GLOBETH,16-10-2015 13:09:26,PRATPAND,SDCNOC,No role. Available Jobs closed,30 Dec 99,,Complete,,,
1867,BAHX-LHXX 30N033,Provide,796881,97 - BAHRAIN TELECOMMUNICATIONS COMPANY. (BATELCO),VTSPREM,16-10-2015 13:29:44,PMORASAK,,,,,Complete,Omkar,,
1868,BAHX-LHXX 30N034,Provide,796881,97 - BAHRAIN TELECOMMUNICATIONS COMPANY. (BATELCO),VTSPREM,16-10-2015 13:29:48,PMORASAK,,,,,Complete,Omkar,,
1869,BAHX-LHXX 30N035,Provide,796881,97 - BAHRAIN TELECOMMUNICATIONS COMPANY. (BATELCO),VTSPREM,16-10-2015 13:29:52,PMORASAK,,,,,Complete,Omkar,,
1870,BAHX-LHXX 30N036,Provide,796881,97 - BAHRAIN TELECOMMUNICATIONS COMPANY. (BATELCO),VTSPREM,16-10-2015 13:29:56,PMORASAK,,,,,Complete,Omkar,,
1871,FY3X-FY4X 10G001,Provide,798972,34655 - MICROSOFT IRELAND OPERATIONS LIMITED,GSM,16-10-2015 13:37:10,AKARMUR,OPS,Testing pending,,20 Oct 15,Complete,Rahul,,
1872,BAHX-LHXX 30N032,Provide,796881,97 - BAHRAIN TELECOMMUNICATIONS COMPANY. (BATELCO),VTSPREM,16-10-2015 13:47:18,PMORASAK,,,,,Complete,Omkar,,
1873,LHXX-SAAX 30N033,Provide,796881,97 - BAHRAIN TELECOMMUNICATIONS COMPANY. (BATELCO),VTSPREM,16-10-2015 13:47:42,PMORASAK,,,,,Complete,Omkar,,
1874,LHXX-SAAX 30N034,Provide,796881,97 - BAHRAIN TELECOMMUNICATIONS COMPANY. (BATELCO),VTSPREM,16-10-2015 13:47:48,PMORASAK,,,,,Complete,Omkar,,
1875,LHXX-SAAX 30N035,Provide,796881,97 - BAHRAIN TELECOMMUNICATIONS COMPANY. (BATELCO),VTSPREM,16-10-2015 13:47:52,PMORASAK,,,,,Complete,Omkar,,
1876,LHXX-SAAX 30N036,Provide,796881,97 - BAHRAIN TELECOMMUNICATIONS COMPANY. (BATELCO),VTSPREM,16-10-2015 13:47:55,PMORASAK,,,,,Complete,Omkar,,
1877,LHXX-SAAX 30N037,Provide,796881,97 - BAHRAIN TELECOMMUNICATIONS COMPANY. (BATELCO),VTSPREM,16-10-2015 13:47:58,PMORASAK,,,,,Complete,Omkar,,
1878,VCXX-W1UX 100M001,Cancel,799614,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,16-10-2015 14:38:04,YSOMI,SDCNOC,,30 Dec 99,,Complete,Omkar,no tx,
1879,WV6X-WXBX 30N007,Cancel,794174,"18879 - BT ESPANA, COMPANIA DE SERVICIOS GLOBALES ",VTS,16-10-2015 15:06:10,RCHAKRAD,,,,,Complete,Abhilasha,21 Oct 15,
1880,WV6X-WXBX 30N009,Cancel,794174,"18879 - BT ESPANA, COMPANIA DE SERVICIOS GLOBALES ",VTS,16-10-2015 15:06:50,RCHAKRAD,,,,,Complete,Abhilasha,21 Oct 15,
1881,WV6X-WXBX 30N008,Cancel,794174,"18879 - BT ESPANA, COMPANIA DE SERVICIOS GLOBALES ",VTS,16-10-2015 15:06:56,RCHAKRAD,,,,,Complete,Abhilasha,21 Oct 15,
1882,7AMX-DP3X 30N001,Provide,797867,23652 - ACCENTURE SERVICES PRIVATE LIMITED,GSM,17-10-2015 04:20:26,AKARMUR,,,,30 Oct 15,Complete,Rahul,,
1883,SVQX-SVWX 16S802,Provide,791946,928 - CAT TELECOM PUBLIC COMPANY LIMITED,GSM,17-10-2015 06:49:11,YMANVE,,,,19 Oct 15,Complete,Rahul,,
1884,9Y4X-YHAX NP1,Provide,791545,928 - CAT TELECOM PUBLIC COMPANY LIMITED,GSM,17-10-2015 07:34:19,YMANVE,,,,19 Oct 15,Complete,Rahul,,
1885,H98X-H98X SPVLAN0020,Provide,800819,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,17-10-2015 09:08:25,YSOMI,,,,,Complete,Abhilasha,18 Oct 15,
1886,6B5X-C99X SPVLAN0042,Provide,798805,27228 - AT&T GLOBAL NETWORK SERVICES INDIA PTE LTD,GLOBETH,17-10-2015 13:56:10,YSOMI,,,,,Complete,Abhilasha,18 Oct 15,
1887,LAUX-N0VX 1OC3C,Provide,800229,25062 - TATA - BB IP6453,*N/A*,17-10-2015 17:44:10,SUDSHIND,,,,,Pending,Abhilasha,NSA plan Prepared,
1888,18IX-1IVX 10G003,Provide,801756,18680 - INNOVE COMMUNICATIONS INC,GSM,19-10-2015 05:27:37,AKARMUR,OPS,Testing pending,,21 Oct 15,Complete,Rahul,,
1889,09FX-78TX NP1,Cancel,802039,28470 - CREDIT AGRICOLE CORPORATE AND INVESTMENT B,GSM,19-10-2015 06:07:01,PRATPAND,SDCNOC,,30 Dec 99,26 Oct 15,Complete,Rahul,,
1890,CKDX-KV8X 1532.68NM002_,Provide,801251,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,19-10-2015 07:23:19,ASHANDHA,,,,,Complete,Saurabh.G,,
1891,6U2X-8G3X VC4S0001,Modify,796379,35279 - TIME WARNER CABLE ENTERPRISES LLC,GSM,19-10-2015 07:34:50,BHUSHPAT,PM,DT awaited,,26 Oct 15,Complete,Rahul,,
1892,9O7X-JSOX SPVLAN0002,Provide,791840,35363 - ESSILOR AMERA PTE. LTD,GSM,19-10-2015 07:38:59,NBHADANE,,,,,Complete,Omkar,,
1893,W1UX-WYNX 1010ISID7425,Provide,800923,29762 - BHARTI AIRTEL LTD,GLOBETH,19-10-2015 08:21:48,YSOMI,,,,,Complete,Saurabh.G,,
1894,T9YX-X2PX 100M0001,Provide,799934,29621 - SUNGARD GLOBAL TRADING (SINGAPORE) PTE LTD,GLOBETH,19-10-2015 11:02:02,YSOMI,,Last Mile shifting case-no need to change ckt routing,,,Pending,Harendra,,
1895,2JSX-3JLX 1G0001,Provide,777775,24098 - JAGUAR LAND ROVER LIMITED,GLOBETH,19-10-2015 14:10:39,YSOMI,,,,,Complete,Amol,,
1896,27GX-M3HX BE0025/AOVL,Provide,792197,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,19-10-2015 14:12:44,ASHANDHA,,,,,Complete,Amol,,
1897,27GX-M3HX BVID4010UP,Provide,801938,25700 - TATA - BB ETHERNET.,*N/A*,19-10-2015 14:36:27,ASHANDHA,,,,,Complete,Amol,,
1898,SVWX-TV2X VC4S0043,Provide,796388,35279 - TIME WARNER CABLE ENTERPRISES LLC,GSM,20-10-2015 04:50:30,BHUSHPAT,,,,,Complete,Amol,,
1899,L78X-LDNX 192.300THZ01T6T9,Provide,799329,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,20-10-2015 08:06:15,ASHANDHA,,,,,Complete,Saurabh.G,,
1900,FY3X-FY4X 10G004,Provide,798974,34655 - MICROSOFT IRELAND OPERATIONS LIMITED,GSM,20-10-2015 08:27:48,AKARMUR,OPS,Testing pending,,20 Oct 15,Complete,Rahul,,
1901,N0VX-N0VX OMS0102,Provide,792471,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,20-10-2015 08:30:55,ASHANDHA,,,,,Complete,Saurabh.G,,
1902,925X-LDNX OMS0001,Provide,796861,24964 - SINGTEL GLOBAL (INDIA) PVT. LTD.,GSM,20-10-2015 10:19:44,SANDEEPJ,OPS,Testing going on,,26 Oct 15,Complete,Rahul,,
1903,IH4X-W42X SPVLAN0008,Provide,800917,20848 - TATA COMMUNICATIONS LIMITED,*N/A*,20-10-2015 11:27:03,AVIPATIL,,"Secondary is on test, primary-ECD to be revised.",,,Pending,Harendra,,
1904,ITAX-N99X 1T3,Reroute,800845,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,20-10-2015 12:28:06,ASATPUTE,,,,,Pending,Amol,,
1905,A91X-X2JX 100M0001,Provide,801150,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,20-10-2015 13:32:40,YSOMI,,,,,Complete,Rohan,,
1906,8MYX-JSOX 100M001,Reroute,801258,21243 - MCKINSEY,GLOBETH,20-10-2015 14:31:14,YSOMI,,,,,Complete,Amol,,
1907,IH4X-KV8X BE002,Reroute,787989,25700 - TATA - BB ETHERNET.,*N/A*,20-10-2015 15:07:21,AVIPATIL,,,,,Complete,Amol,,
1908,JSOX-Y90X 30N0001,Cancel,802231,26152 - SPRINTLINK UK LIMITED,GSM,21-10-2015 07:21:54,PRATPAND,,,30 Dec 99,,Complete,Omkar,,
