SrNo,NIMS_ID,k,tigerid,OPERATI+E:MONAL_CUSTOMER_REPC,REPC_SERVICE_ABBR,CIRCUIT_ISSUE_DATE,,pending_with,reason_of_pending,CRFS date,Config date,Pending,Assigned,testing date,TAT for testing
1312,12MX-LDNX 64S002,Reroute,786362,24275 - MAIN ONE CABLE COMPANY LIMITED,IRU,7/3/2015 2:30:18 PM,AKARMUR,PM,DT awaited,,10 Jan 16,Complete,Rahul,,
1313,H99X-H99X SPVLAN0021,Provide,782641,32878 - COMMERZBANK AG,GLOBETH,7/8/2015 1:53:17 PM,PPRABHUD,SDCNOC,"CNID, MNID config pending",,,Pending,Harendra,,
1314,NTOX-YW3X OMS0001,Reroute,789941,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,7/17/2015 8:16:51 AM,KKHADE,PM,,,,Complete,Omkar,1x10G migration pending as cust did not confirm status,
1315,N25X-NW8X 10G001,Cancel,787666,23424 - QWEST NETHERLANDS BV,GSM,7/25/2015 2:26:38 PM,SUDMISHR,PM,CRFS awaited,30 Sep 15,7 Oct 15,Complete,Saurabh.A,,
1316,L78X-L78X SPVLAN0149,Provide,789521,35104 - CONCENTRIX DAKSH SERVICES INDIA PRIVATE LI,GLOBETH,7/27/2015 9:41:21 AM,PPRABHUD,BOP,,,,Complete,Amol,,
1317,0DUX-DDWX SPVLAN0002,Cancel,790568,26910 - OPEN FUTURES DERIVATIVES PRIVATE LIMITED,GLOBETH,7/30/2015 8:48:03 AM,SUDMISHR,BOP,CLR not openning,,,Pending,Shashank,DOT:30 Sept 2015 ,
1318,L78X-XMTX VC4S002,Cancel,788296,2563 - MINISTRY OF COMMUNICATION OF TURKMENISTAN,INET,7/31/2015 2:10:23 PM,PRATVAID,BOP,,,,Complete,Rohan,,
1319,6X4X-EGCX VC4S0049,Cancel,789865,27759 - WEST INDIAN OCEAN CABLE COMPANY (WIOCC),GSM,8/3/2015 10:36:16 AM,SAUJAIN,BOP,,,,Pending,Omkar,"DOT:5 Aug 2015, // cramer not opening mailed to BOP/IT",
1320,LVWX-TV2X 10G010,Provide,743630,25062 - TATA - BB IP6453,*N/A*,8/4/2015 7:00:24 AM,ASATPUTE,BOP,,,6 Aug 15,Pending,Saurabh.A,,
1321,LVWX-UN0X 10G001,Provide,777171,25062 - TATA - BB IP6453,*N/A*,8/4/2015 9:44:21 AM,ASATPUTE,BOP,,,7 Aug 15,Complete,Saurabh.A,,
1322,LHXX-X3XX 30N0001,Provide,787679,11021 - SWIFTNET LTD,VTSPREM,8/7/15 7:08 AM,RCHAKRAD,BOP,Customer is not ready ,,,Pending,Abhilasha,,
1323,LHXX-X3XX 30N0002,Provide,787679,11021 - SWIFTNET LTD,VTSPREM,8/7/15 7:32 AM,RCHAKRAD,BOP,Customer is not ready ,,,Pending,Abhilasha,,
1324,LHXX-X3XX 30N0003,Provide,787679,11021 - SWIFTNET LTD,VTSPREM,8/7/15 7:32 AM,RCHAKRAD,BOP,Customer is not ready ,,,Pending,Abhilasha,,
1325,LHXX-X3XX 30N0004,Provide,787679,11021 - SWIFTNET LTD,VTSPREM,8/7/15 7:32 AM,RCHAKRAD,BOP,Customer is not ready ,,,Pending,Abhilasha,,
1326,L9SX-LHXX 30N011,Cancel,787679,11021 - SWIFTNET LTD,VTSPREM,8/7/15 7:32 AM,RCHAKRAD,BOP,Customer is not ready ,,,Pending,Abhilasha,,
1327,L9SX-LHXX 30N013,Cancel,787679,11021 - SWIFTNET LTD,VTSPREM,8/7/15 7:33 AM,RCHAKRAD,BOP,Customer is not ready ,,,Pending,Abhilasha,,
1328,L9SX-LHXX 30N012,Cancel,787679,11021 - SWIFTNET LTD,VTSPREM,8/7/15 7:33 AM,RCHAKRAD,BOP,Customer is not ready ,,,Pending,Abhilasha,,
1329,L9SX-LHXX 30N010,Cancel,787679,11021 - SWIFTNET LTD,VTSPREM,8/7/15 7:49 AM,RCHAKRAD,BOP,Customer is not ready ,,,Pending,Abhilasha,,
1330,L9SX-LHXX 1,Cancel,787679,11021 - SWIFTNET LTD,VTSPREM,8/7/15 7:56 AM,RCHAKRAD,BOP,Customer is not ready ,,,Pending,Abhilasha,,
1331,L9SX-LHXX 10,Cancel,787679,11021 - SWIFTNET LTD,VTSPREM,8/7/15 7:56 AM,RCHAKRAD,BOP,Customer is not ready ,,,Pending,Abhilasha,,
1332,N0VX-N0VX VC3S111-1TJ,Provide,788898,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,19-08-2015 18:09:21,TOPSPON,OPS,infd for patching,,,Pending,Shashank,,
1333,PYEX-XQVX 1G0001,Provide,776234,28855 - FORMULA ONE MANAGEMENT LTD,GLOBETH,20-08-2015 11:46:17,YSOMI,PM,Race on 23rd,,,Complete,Saurabh.G,,
1334,C1DX-C8TX 1S003,Cancel,794483,16447 - VODAFONE GLOBAL NETWORK LIMITED,IRU,20-08-2015 14:28:15,SAUJAIN,BOP,DOT not arrived,,15 Oct 15,Complete,Rahul,,
1335,O22X-OP9X 1G001,Cancel,791884,25700 - TATA - BB ETHERNET.,*N/A*,25-08-2015 07:26:48,AVIPATIL,,,,,Complete,Harendra,,
1336,J3SX-X46X 10G001,Reroute,792775,23888 - JASTEL NETWORK COMPANY LIMITED,GSM,25-08-2015 10:22:35,BHUSHPAT,PM,Downtime awaited,,27 Aug 15,Complete,Saurabh.A,,
1337,L78X-L78X SPVLAN0144,Cancel,791877,28855 - FORMULA ONE MANAGEMENT LTD,GLOBETH,26-08-2015 08:16:59,SAUJAIN,,,,,Pending,Harendra,,
1338,G22X-OP9X 1G0001,Cancel,791887,25700 - TATA - BB ETHERNET.,*N/A*,26-08-2015 11:08:24,KKHADE,SDCNOC,,,,Complete,Shashank,"EGX not opening, mailed",
1339,L78X-XG9X NP2,Cancel,794809,28855 - FORMULA ONE MANAGEMENT LTD,GLOBETH,27-08-2015 06:49:21,SAUJAIN,,,,,Pending,Harendra,,
1340,0S0X-TV2X VC3S0001,Provide,789322,2164 - LG UPLUS CORPORATION,VTS,27-08-2015 14:55:17,PMORASAK,BOP,Capacity occupied,,,Pending,Shashank,,
1341,IH4X-SVQX SPVLAN0015,Provide,791626,36082 - LINKEDIN TECHNOLOGY INFORMATION PRIVATE LI,GLOBETH,28 Aug 15,PPRABHUD,,Config complted . Testing going on ,,,Complete,Saurabh.G,,
1342,B44X-LDNX SPVLAN0002,Provide,761027,26197 - BRITISH SKY BROADCASTING LIMITED,GLOBETH,28 Aug 15,PPRABHUD,,Requested for DT,,,Pending,Harendra,,
1343,1JSX-1JSX 1G0009,Provide,763481,24098 - JAGUAR LAND ROVER LIMITED,GLOBETH,1 Sep 15,YSOMI,,NID Configuration,,,Complete,Saurabh.G,,
1344,SVWX-SVWX SPVLAN0150,Provide,791618,36082 - LINKEDIN TECHNOLOGY INFORMATION PRIVATE LI,GLOBETH,03-09-2015 06:58:25,PPRABHUD,,Config complted . Testing going on ,,,Complete,Saurabh.G,,
1345,12MX-LDNX 64S002,Reroute,786362,24275 - MAIN ONE CABLE COMPANY LIMITED,IRU,03-09-2015 10:14:00,AKARMUR,PM,Downtime awaited,,4 Sep 15,Complete,Saurabh.A,,
1346,W1UX-YV8X 100M0001,Provide,787811,24964 - SINGTEL GLOBAL (INDIA) PVT. LTD.,GLOBETH,03-09-2015 13:07:16,PPRABHUD,,LL pending,,,Complete,Amol,,
1347,09EX-SVQX 100M003,Cancel,795953,27726 - ELECTRONIC ARTS ASIA PACIFIC PTE LTD,GLOBETH,03-09-2015 13:09:34,SAUJAIN,SDCNOC,,24th Sept2015,,Complete,Amol,,
1348,7UWX-HK2X ETS001,Cancel,796148,29343 - COMMERZBANK AG,GLOBETH,08-09-2015 08:18:14,SAUJAIN,,DOT:30th Sept,,,Complete,Amol,,
1349,TTTX-TTTX 24N314,Reroute,768384,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,09-09-2015 13:14:24,AVIPATIL,OPS,,,,Complete,Saurabh.A,,
1350,0BXX-W1UX 100M0001,Provide,795310,26197 - BRITISH SKY BROADCASTING LIMITED,GLOBETH,09-09-2015 14:09:56,PPRABHUD,,DT awaited,,,Pending,Amol,,
1351,MMBX-SVWX VC3S0001,Provide,737437,20840 - PCCW GLOBAL LIMITED,VTS,10-09-2015 06:47:47,ANVERMA,BOP,,,,Pending,Rohan,reverted on mail for more clarification of requirement,
1352,MMBX-SVWX VC3S0002,Provide,737437,20840 - PCCW GLOBAL LIMITED,VTS,10-09-2015 06:48:10,ANVERMA,BOP,,,,Pending,Rohan,reverted on mail for more clarification of requirement,
1353,AVWX-AVXX 10G003,Cancel,796768,7136 - NTT AMERICA,GSM,10-09-2015 12:21:24,SAUJAIN,PM,Partially terminated,DOT: 30th Sept’15.,7 Oct 15,Complete,Saurabh.A,,
1354,N99X-UBQX IPTTDM0001,Cancel,796381,25016 - IMETRIK SOLUTIONS INC.,GSM,11-09-2015 10:50:15,RNISTANE,SDCNOC,,15th  Nov 2015,16 Nov 15,Complete,Saurabh.A,,
1355,B44X-XT0X ETS564,Cancel,796738,19704 - TELUS COMMUNICATIONS COMPANY,GLOBETH,11-09-2015 11:22:01,SAUJAIN,SDCNOC,,"DOT Oct 8th,2015",9 Oct 15,Complete,Saurabh.A,,
1356,17RX-N99X IPTTDM0001,Cancel,796360,25016 - IMETRIK SOLUTIONS INC.,GSM,11-09-2015 12:48:41,RNISTANE,SDCNOC,,15th  Nov 2015,17 Nov 15,Complete,Rahul,,
1357,SVQX-X0KX 1G0001,Provide,794610,35207 - FORD MOTOR COMPANY,GLOBETH,14-09-2015 07:49:58,PPRABHUD,,,,,Complete,Saurabh.G,,
1358,B44X-MUMX 16S001,Provide,795999,25700 - TATA - BB ETHERNET.,*N/A*,14-09-2015 08:19:51,AVIPATIL,OPS,Patching Pending,,16 Sep 15,Complete,Saurabh.A,,
1359,MLNX-MTTX VC4S001,Reroute,796890,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,14-09-2015 13:37:48,SUDSHIND,,,,,Complete,Amol,,
1360,H99X-H99X 10G012,Provide,792696,26211 - TATA - BB IP4755,*N/A*,14-09-2015 13:45:26,KKHADE,Engg,IPNOC have to check NO TX,,6 Nov 15,Complete,Rahul,,
1361,594X-LDNX 1G0001,Provide,790625,7343 - EXPONENTIAL-E LIMITED,ENNI,14-09-2015 14:43:43,PPRABHUD,,,,,Complete,Saurabh.G,,
1362,6L8X-LDNX 4S0001,Provide,789091,35590 - MORGAN STANLEY ADVANTAGE SERVICES PRIVATE ,GSM,15-09-2015 09:52:00,BHUSHPAT,PM,Downtime awaited,,18 Sep 15,Complete,Saurabh.A,,
1363,B44X-FR1X SPVLAN0002,Provide,796472,24470 - MASERGY COMMUNICATIONS INC.,GLOBETH,15-09-2015 10:47:32,PPRABHUD,,Testing is in progress,,,Complete,Harendra,,
1364,974X-M3HX 100M0001,Reroute,791895,24883 - BORWOOD LTD,GLOBETH,15-09-2015 14:07:28,PPRABHUD,,,,,Complete,Amol,,
1365,DDWX-L78X SPVLAN0001,Cancel,796087,26980 - DEUTSCHE BANK AG DUBAI (DIFC) BRANCH,GLOBETH,15-09-2015 14:20:43,SAUJAIN,SDCNOC,,31-10-2015,,Complete,Amol,,
1366,N75X-NTOX 100G001,Provide,713396,25062 - TATA - BB IP6453,*N/A*,16-09-2015 12:07:52,KKHADE,BOP,Crammer correction require.,,6 Nov 15,Complete,Rahul,,
1367,IH4X-SVQX SPVLAN0016,Provide,797877,25700 - TATA - BB ETHERNET.,*N/A*,16-09-2015 14:22:32,AVIPATIL,,POM Raised on 14th OCT 10-12 GMT,,,Complete,Harendra,,
1368,C99X-KDBX BVID2999,Provide,797892,25700 - TATA - BB ETHERNET.,*N/A*,16-09-2015 15:05:16,AVIPATIL,,Testing is in progress,,,Complete,Harendra,,
1369,AUDX-IP9X 10G002,Reroute,778946,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,16-09-2015 20:16:44,TNJYKEP,,,,,Complete,Amol,,
1370,KV8X-TV2X 192.700THZ004LR4,Provide,798146,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,18-09-2015 06:08:14,AKARMUR,BOP,Unable to activate HDU,,,Complete,Saurabh.G,,
1371,EWSX-S9AX OTS000002,Cancel,796694,26979 - VODAFONE ENTERPRISE REGIONAL BUSINESS SING,GSM,18-09-2015 07:00:13,PRATPAND,SDCNOC,,03/10/2015,9 Oct 15,Complete,Saurabh.A,,
1372,2JSX-2JSX 1G0009,Provide,763483,24098 - JAGUAR LAND ROVER LIMITED,GLOBETH,18-09-2015 14:06:32,YSOMI,,,,,Complete,Amol,,
1373,JJ2X-WYNX 64S0002,Provide,788582,28192 - OMANI QATARI TELECOMMUNICATIONS COMPANY SA,GSM,18-09-2015 14:34:45,SANDEEPJ,SDCNOC,"reverted to BOP,Sandeep",,,Pending,Abhilasha,,
1374,JJ1X-LHXX VC4S001,Provide,796829,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,19-09-2015 06:32:53,ASATPUTE,BOP,Need to ask BOP for VC4 or VC3 parameter at LDN cd.1,,,Pending,Abhilasha,,
1375,FR1X-K4BX OMS001,Provide,787954,23580 - NTT EUROPE LTD.,GSM,21-09-2015 06:19:11,AKARMUR,,,,,Pending,Amol,,
1376,PVJX-S00X 1534.64NM001MX,Provide,786056,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,21-09-2015 12:00:48,KKHADE,,,,,,Saurabh.G,,
1377,C99X-SVQX VC3S033,Provide,797123,25700 - TATA - BB ETHERNET.,*N/A*,21-09-2015 12:28:52,AVIPATIL,,POM done-remaining is in progress,,,Complete,Harendra,,
1378,MTTX-SSVX 30N004,Reroute,797861,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,21-09-2015 13:40:36,SUDSHIND,,,,,Complete,Amol,,
1379,FR1X-UZNX 1G1001,Provide,783665,25700 - TATA - BB ETHERNET.,*N/A*,21-09-2015 14:20:14,AVIPATIL,,,,,Complete,Amol,,
1380,F2CX-F2CX XM0002,Provide,783669,25700 - TATA - BB ETHERNET.,*N/A*,21-09-2015 15:22:40,AVIPATIL,OPS,Testing pending ,,,Complete,Amol,,
1381,L78X-L78X SPVLAN0143,Provide,781509,7343 - EXPONENTIAL-E LIMITED,GLOBETH,22-09-2015 06:14:12,YSOMI,,,,,Complete,Amol,,
1382,C99X-X1HX 1G0001,Provide,795770,25563 - MERRILL LYNCH GLOBAL SERVICES PTE. LTD.,GLOBETH,22-09-2015 13:09:26,YSOMI,,,,,Complete,Amol,,
1383,M3HX-SVWX VC4S0007,Reroute,797906,25700 - TATA - BB ETHERNET.,*N/A*,23-09-2015 09:24:10,AVIPATIL,PM,DT awaited,,18 Nov 15,Complete,Rahul,,
1384,IH4X-V78X 100M0001,Reroute,792412,"20516 - KVH CO., LTD.",GLOBETH,23-09-2015 10:05:21,PPRABHUD,,,,,,Saurabh.G,,
1385,HW1X-UQ9X 1G0004,Provide,789544,35834 - MERCATOR SOLUTIONS FZE,GLOBETH,23-09-2015 10:05:44,YSOMI,BOP,Probe Pending,,,Complete,Saurabh.G,,
1386,HV1X-PVJX 1531.90NM001,Reroute,798016,10677 - TATA COMMUNICATIONS (AMERICA) INC.,*N/A*,23-09-2015 11:12:42,KKHADE,,,,,Complete,Saurabh.G,,
1387,60ZX-H99X 10G0001,Provide,787037,35276 - ACCENTURE COMPANY LIMITED,GLOBETH,23-09-2015 14:02:46,YSOMI,,,,,Complete,Saurabh.G,,
1388,HV1X-PVJX 1533.07NM001,Provide,798015,10677 - TATA COMMUNICATIONS (AMERICA) INC.,*N/A*,23-09-2015 14:04:06,KKHADE,,,,,Complete,Saurabh.G,,
1389,DVSX-DVSX OMS0022,Provide,798138,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,24-09-2015 02:59:52,AVIPATIL,,,,,Complete,Amol,,
1390,DVSX-WV1X 1560.00NM01C2S2,Provide,798133,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,24-09-2015 04:05:08,AVIPATIL,,,,,Complete,Harendra,,
1391,DVSX-WV1X 1559.39NM01C2S2,Provide,798134,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,24-09-2015 04:21:39,AVIPATIL,,,,,Complete,Harendra,,
1392,DVSX-WV1X 1557.57NM01C2S2,Provide,798137,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,24-09-2015 05:24:34,AVIPATIL,,,,,Complete,Amol,,
1393,IH4X-IH4X SPVLAN0058,Provide,796688,24470 - MASERGY COMMUNICATIONS INC.,GLOBETH,24-09-2015 11:56:00,YSOMI,,,,,Complete,Amol,,
1394,CQCX-TTTX 24N004,Cancel,794235,14126 - SELECTCORE COMMUNICATIONS,GATEL,24-09-2015 14:05:32,RCHAKRAD,,,,,Complete,Rohan,,
1395,SVWX-YQGX 10G0001,Provide,794120,28485 - TELEKOM MALAYSIA (S) PTE LTD,GLOBETH,25-09-2015 08:12:59,YSOMI,,,,,Complete,Amol,,
1396,SVQX-SVWX 195.750THZ001LR4,Provide,798311,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,25-09-2015 09:58:52,AKARMUR,BOP,Job closure pending,,28 Oct 15,Complete,Rahul,,
1397,TV2X-TV2X SPVLAN0062,Provide,796443,35607 - RELIANCE JIO INFOCOMM LIMITED ,GLOBETH,25-09-2015 13:16:48,YSOMI,,Testing is in progress,,,Complete,Harendra,,
1398,IH4X-VMUX CEVLAN001,Reroute,798215,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,26-09-2015 11:54:02,ASHANDHA,,,,,Pending,Harendra,,
1399,MTTX-NW8X VC4S004,Reroute,798497,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,26-09-2015 12:38:08,SUDSHIND,PM,Downtime awaited,,29 Sep 15,Complete,Saurabh.A,,
1400,8DQX-RMZX 100M002,Cancel,795955,26980 - DEUTSCHE BANK AG DUBAI (DIFC) BRANCH,GLOBETH,26-09-2015 12:44:52,SUDMISHR,SDCNOC,,31st Oct’15,,Complete,Amol,,
1401,9Y4X-SVWX 1G0001,Provide,790608,928 - CAT TELECOM PUBLIC COMPANY LIMITED,ENNI,28-09-2015 07:08:05,YSOMI,,,,,Complete,Saurabh.G,,
1402,PV0X-VP2X OTS6655433,Cancel,798864,25114 - VODAFONE ESSAR LTD.,GLOBETH,28-09-2015 08:28:43,PRATPAND,,,,,Pending,Harendra,,
1403,IH4X-X1WX 1G0001,Provide,791700,928 - CAT TELECOM PUBLIC COMPANY LIMITED,GLOBETH,28-09-2015 09:51:53,YSOMI,,Testing is in progress,,,Complete,Harendra,,
1404,LDNX-SV8X 16S0003,Reroute,798380,20474 - TATA COMMUNICATIONS INTERNATIONAL PTE. LTD,*N/A*,28-09-2015 13:03:31,KKHADE,BOP,Job closure pending,,2 Oct 15,Complete,Rahul,,
1405,SVWX-WZ9X 10G0001,Reroute,798659,25062 - TATA - BB IP6453,*N/A*,28-09-2015 14:12:09,PRATPAND,,,,,Pending,Harendra,,
1406,3BOX-E0CX 4S0001,Provide,793698,21005 - NEOTEL (PTY) LIMITED,GSM,28-09-2015 14:37:25,SANDEEPJ,OPS,Testing Pending,,29 Oct 15,Complete,Rahul,,
1407,KV8X-L60X 64S-R5106,Reroute,797761,10677 - TATA COMMUNICATIONS (AMERICA) INC.,*N/A*,29-09-2015 06:39:14,KKHADE,BOP,Job closure pending,,30 Oct 15,Complete,Rahul,,
1408,NYYX-TFVX VC4S001,Cancel,789821,152 - COMMUNICATIONS GLOBAL NETWORK SERVICES LIMIT,VTS,29-09-2015 08:10:51,PMORASAK,,,,,Complete,Omkar,,
1409,IM6X-L78X VC3S0002,Provide,765208,13019 - WIS TELECOM S.P.A,GSM,29-09-2015 08:13:47,BHUSHPAT,OPS,Testing Pending,,8 Oct 15,Complete,Saurabh.A,,
1410,L78X-SVWX 1G0001,Provide,780181,28855 - FORMULA ONE MANAGEMENT LTD,GLOBETH,29-09-2015 10:09:40,YSOMI,,,,,Complete,Saurabh.G,,
1411,FV0X-PV0X SPVLAN0018,Provide,799117,18907 - IT GROUP (PLANNED OUTAGES),*N/A*,29-09-2015 10:30:15,AVIPATIL,,,,,Complete,Saurabh.G,,
1412,WV1X-WV1X OMS362,Provide,798113,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,29-09-2015 11:49:19,KKHADE,,,,,Complete,Saurabh.G,,
1413,ED5X-ED9X 1G001,Cancel,798294,31773 - HP SERVICES (SINGAPORE) PRIVATE LIMITED,GLOBETH,29-09-2015 12:27:10,PRATPAND,SDCNOC,,10 Oct 15,,Complete,,,
1414,WV1X-WV1X DWDM083,Reroute,783446,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,29-09-2015 13:23:30,KKHADE,PM,Downtime awaited,,30 Sep 15,Complete,Saurabh.A,,
1415,MTTX-WV1X VC3S022,Reroute,798902,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,29-09-2015 13:38:44,SUDSHIND,PM,Downtime awaited,,7 Oct 15,Complete,Saurabh.A,,
1416,SVWX-SVWX BE1010,Reroute,795228,25700 - TATA - BB ETHERNET.,*N/A*,29-09-2015 14:56:25,AVIPATIL,,POM Raised on 9-Oct-15 3.30 PM to 4.30 PM,,,Complete,Harendra,,
1417,89EX-FR1X 16S0001,Provide,764082,35579 - CENTURYLINK GERMANY GMBH,GSM,30-09-2015 07:19:20,SANDEEPJ,,,,,Complete,Abhilasha,,
1418,WV1X-WV1X OMS363,Provide,798131,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,30-09-2015 08:05:37,KKHADE,,,,,Complete,Saurabh.G,,
1419,AV3X-K0JX DWDM003,Cancel,798171,34898 - KDDI CORPORATION,GSM,30-09-2015 08:28:16,PRATPAND,,,RFS 1st NOV 15,3 Nov 15,Complete,Rahul,,
1420,G91X-GAUX 30N0001,Cancel,798771,449 - GUYANA TELEPHONE & TELEGRAPH LTD.,VTS,30-09-2015 09:20:06,RCHAKRAD,SDCNOC,,5 Oct 15,,Complete,Rohan,,
1421,G91X-GAUX 30N001,Cancel,798771,449 - GUYANA TELEPHONE & TELEGRAPH LTD.,VTS,30-09-2015 09:20:33,RCHAKRAD,SDCNOC,,5 Oct 15,,Complete,Rohan,,
1422,MTTX-MTTX 30N056,Cancel,798771,449 - GUYANA TELEPHONE & TELEGRAPH LTD.,VTS,30-09-2015 09:24:16,RCHAKRAD,SDCNOC,,5 Oct 15,,Complete,Rohan,,
1423,G91X-MTTX 30N001,Cancel,798771,449 - GUYANA TELEPHONE & TELEGRAPH LTD.,VTS,30-09-2015 09:24:37,RCHAKRAD,SDCNOC,,5 Oct 15,,Complete,Rohan,,
1424,G91X-TTTX 30N0001,Cancel,798771,449 - GUYANA TELEPHONE & TELEGRAPH LTD.,VTS,30-09-2015 09:28:57,RCHAKRAD,SDCNOC,,5 Oct 15,,Complete,Rohan,,
1425,DVSX-DVSX OMS030,Provide,798130,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,30-09-2015 09:51:20,KKHADE,,,,,Complete,Saurabh.G,,
1426,DVSX-WV1X 1562.44NM01C2S2,Provide,798129,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,30-09-2015 10:23:35,KKHADE,,,,,Complete,Saurabh.G,,
1427,LHXX-MTTX VC4S001,Reroute,798429,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,30-09-2015 10:45:38,KKHADE,PM,Downtime awaited,,6 Oct 15,Complete,Saurabh.A,,
1428,LDNX-LDNX SPVLAN0027,Provide,796297,22586 - MORGAN STANLEY & CO INTERNATIONAL PLC ,GLOBETH,30-09-2015 11:22:57,YSOMI,,,,,Complete,Harendra,,
1429,3MGX-7SRX OTS003,Cancel,798841,25652 - MIZUHO SECURITIES (SINGAPORE) PTE LTD,GSM,30-09-2015 12:02:20,PRATPAND,,,,7 Oct 15,Complete,Rahul,,
1430,82GX-UQ8X 1G0001,Provide,798842,32478 - UBIMET PTY LTD,GLOBETH,30-09-2015 13:19:15,YSOMI,,,,,Complete,Saurabh.G,,
1431,SVWX-SVWX DWDM001,Cancel,798821,21557 - GOOGLE INC,GSM,30-09-2015 13:39:44,PRATPAND,,,,7 Oct 15,Complete,Saurabh.A,,
1432,3M5X-UZ5X VC4S037,Provide,799142,24275 - MAIN ONE CABLE COMPANY LIMITED,GSM,30-09-2015 15:12:05,YMANVE,OPS,Testing Pending,,1 Oct 15,Complete,Rahul,,
1433,Q5YX-TTTX 30N011,Reroute,798218,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,01-10-2015 06:56:55,SUDSHIND,,,,7 Oct 15,Complete,Rahul,,
1434,LY9X-LY9X OMS040,Provide,798120,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,01-10-2015 09:24:38,KKHADE,,,,,Complete,Saurabh.G,,
1435,EW6X-L78X ETS001,Cancel,799312,31991 - BLACKSTONE ADMINISTRATIVE SERVICES PARTNER,GLOBETH,01-10-2015 10:05:13,PRATPAND,,,,,Complete,Harendra,,
1436,MTTX-N0VX VC3S0001,Provide,786233,10182 - GLOBAL CROSSING,VTS,01-10-2015 10:20:18,PMORASAK,SDCNOC,,,,Complete,Rohan,,
1437,830X-YVOX 30N0003,Provide,791707,25141 - ISRO TELEMETRY TRACKING AND COMMAND NETWOR,GSM,01-10-2015 10:47:10,SANDEEPJ,,,,,Complete,Rohan,,
1438,NW8X-NW8X EOS007,Reroute,798661,25700 - TATA - BB ETHERNET.,*N/A*,01-10-2015 11:01:04,AVIPATIL,,,,7 Oct 15,Complete,Saurabh.A,,
1439,EQ8X-M3HX 1G001,Cancel,799608,25700 - TATA - BB ETHERNET.,*N/A*,01-10-2015 11:12:33,ASHANDHA,BOP,Reverted to BOP,RFS 6th NOV 15,20 Nov 15,Complete,Rahul,,
1440,S9UX-S9UX ETS000134,Cancel,798676,27194 - ASPONE SINGAPORE PTE LTD,GSM,01-10-2015 11:12:44,PRATPAND,PM,Downtime awaited,"DOT Oct 15th,2015",26 Oct 15,Complete,Saurabh.A,,
1441,WV1X-WV1X OMS275,Reroute,798680,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,01-10-2015 12:35:17,KKHADE,BOP,Job closure pending,,6 Nov 15,Complete,Rahul,,
1442,H99X-SVWX BVID0810,Provide,799275,25700 - TATA - BB ETHERNET.,*N/A*,01-10-2015 12:56:51,AVIPATIL,,,,,Complete,Amol,,
1443,WYNX-XH8X IPTTDM0011,Cancel,799643,27759 - WEST INDIAN OCEAN CABLE COMPANY (WIOCC),INTRNET,01-10-2015 13:18:49,MADGUPTA,,,,7 Oct 15,Complete,Saurabh.A,,
1444,L78X-L78X OMS425,Provide,770731,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,01-10-2015 13:29:00,KKHADE,,,,,Complete,Saurabh.G,,
1445,C8LX-LDNX VC4S0002,Cancel,799652,18975 - ACCESSKENYA GROUP,INTRNET,01-10-2015 14:46:10,PRATVAID,,,,,Complete,Saurabh.A,,
1446,SV1X-SV1X SPVLAN0021,Provide,794489,30486 - PRINCIPAL GLOBAL SERVICES PVT LTD,GLOBETH,02-10-2015 07:24:37,PPRABHUD,OPS,ops to share result,,,Complete,Saurabh.G,,
1447,6MUX-LDNX VC4S0001,Cancel,799612,24275 - MAIN ONE CABLE COMPANY LIMITED,INTRNET,03-10-2015 10:35:55,PRATVAID,,,,8 Oct 15,Complete,Rahul,,
1448,NJYX-NTOX 194.900THZ01T2F,Provide,792472,20399 - TATA COMMUNICATIONS (US) INC.,*N/A*,05-10-2015 07:05:47,AVIPATIL,,,,,Complete,Saurabh.G,,
