nccm_id,Scenario Type,Order Type,1,2,3,4,m6viznet_service_id,6,7,8,9,10,11,order_issued_date
NCCM_36418,CEASE,URIGPSNCCM,Ceasing,UndoNCCM_VerifyCRSAAccess,paresh.pawar,SOC-IP,091PUNE623006194611,No,08-01-2015 11:01,No,,SA-ACCESS,SA-ACCESS,08-01-2015 13:28
NCCM_36420,NORMAL,URIGPSNCCM,IN PROGRESS,NCCM_UR_IGP_VerifyCRSAAccess,paresh.pawar,SOC-IP,091NAGP623006194759,No,08-01-2015 11:54,No,,SA-ACCESS,SA-ACCESS,08-01-2015 11:59
NCCM_36424,NORMAL,URIGPSNCCM,IN PROGRESS,NCCM_UR_IGP_ConfigureIP,paresh.pawar,SOC-IP,091PUNE623006194572 ,No,08-01-2015 13:28,No,,CM-IP-Enterprise,CM-IP-Enterprise,08-01-2015 16:12
NCCM_36424,NORMAL,URIGPSNCCM,IN PROGRESS,NCCM_UR_IGP_ConfigureTX,paresh.pawar,SOC-IP,091PUNE623006194572 ,No,08-01-2015 13:28,No,,ESOC,ESOC,09-01-2015 12:35
NCCM_36425,CAESE,PINCNCCM,Ceased,,singh.amit,,091VARA1143010849963,No,08-01-2015 13:39,No,,,,
NCCM_36427,NORMAL,PINCNCCM,IN PROGRESS,,singh.amit,,2221263951,No,08-01-2015 13:47,No,,,,
NCCM_36430,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_UpdateCramerCLR,DeviVish,Provisioning-Network,,No,08-01-2015 14:49,No,,Provisioning-Network,Provisioning-Network,08-01-2015 14:56
NCCM_36430,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_ScheduleBulkMigration,DeviVish,Provisioning-Network,,No,08-01-2015 14:49,No,,Provisioning-Network,Provisioning-Network,08-01-2015 14:56
NCCM_36433,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,sadvitot,Provisioning-Network,,No,08-01-2015 16:14,No,,Provisioning-Network,Provisioning-Network,07-05-2015 13:46
NCCM_36434,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_RaiseChangeRequestType,paresh.pawar,SOC-IP,,No,08-01-2015 16:21,Yes,,SOC-IP,SOC-IP,12-01-2015 18:16
NCCM_36435,NORMAL,URIGPSNCCM,IN PROGRESS,NCCM_UR_IGP_VerifyCRSAAccess,paresh.pawar,SOC-IP,4431262249,No,08-01-2015 16:33,No,,SA-ACCESS,SA-ACCESS,08-01-2015 16:52
NCCM_36436,NORMAL,BTNCCM,CLOSED,,DeviVish,Provisioning-Network,,No,08-01-2015 17:08,No,,,,
NCCM_36437,CEASE,PITGISNCCM,Ceased,,s.yakoob,IP-Field-Ops-Chennai,4431188889,No,08-01-2015 17:10,No,,,,
NCCM_36443,CEASE,PITGISNCCM,Ceased,,jignesh.gohil,IP-Field-Ops-Ahmedabad,4431188889,No,08-01-2015 17:57,No,,,,
NCCM_36445,CEASE,PITGISNCCM,Ceased,,jignesh.gohil,IP-Field-Ops-Ahmedabad,4431188889,No,08-01-2015 18:01,No,,,,
NCCM_36447,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,omprakash.kore,Provisioning-Network,,No,08-01-2015 18:26,No,,CM-Transport,CM-Transport,08-01-2015 18:39
NCCM_36448,CEASE,PITGISNCCM,Ceased,,k.mariappan,,4431188889,No,08-01-2015 18:33,No,,,,
NCCM_36450,NORMAL,URIGPSNCCM,IN PROGRESS,NCCM_UR_IGP_ConfigureIP,paresh.pawar,SOC-IP,4431188889,No,08-01-2015 18:51,No,,CM-IP-Enterprise,CM-IP-Enterprise,08-01-2015 19:07
NCCM_36450,NORMAL,URIGPSNCCM,IN PROGRESS,NCCM_UR_IGP_ConfigureTX,paresh.pawar,SOC-IP,4431188889,No,08-01-2015 18:51,No,,ESOC,ESOC,09-01-2015 10:09
NCCM_36451,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_UpdateCramerCLR,DeviVish,Provisioning-Network,,No,08-01-2015 18:51,No,,Provisioning-Network,Provisioning-Network,08-01-2015 19:01
NCCM_36451,CEASE,BTNCCM,Ceasing,UndoNCCM_BM_Tx_ScheduleBulkMigration,DeviVish,Provisioning-Network,,No,08-01-2015 18:51,No,,Provisioning-Network,Provisioning-Network,08-01-2015 19:01
NCCM_36454,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,k.mariappan,,4431188889,No,08-01-2015 19:15,No,,ESOC,ESOC,08-01-2015 19:15
NCCM_36455,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ValidateOrder,psalokhe,ESOC,091GURG1143006893961,No,09-01-2015 02:37,No,utkarsh.nigam,ESOC,ESOC,09-01-2015 02:45
NCCM_36456,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ValidateOrder,psalokhe,ESOC,091NOID1143006590166,No,09-01-2015 02:55,No,utkarsh.nigam,ESOC,ESOC,09-01-2015 02:58
NCCM_36467,NORMAL,URINNCCM,IN PROGRESS,NCCM_UR_IN_ValidateOrder,psalokhe,ESOC,091NOID1143010573689,No,09-01-2015 03:11,No,utkarsh.nigam,ESOC,ESOC,09-01-2015 03:13
NCCM_36468,NORMAL,BINCCM,IN PROGRESS,NCCM_BM_IP_ScheduleDateForBulkMigration,KKumari,SOC-IP,,No,09-01-2015 10:18,No,,SOC-IP,SOC-IP,15-01-2015 13:27
NCCM_36470,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,PoGawali,Provisioning-Network,,No,09-01-2015 10:39,No,,Provisioning-Network,Provisioning-Network,07-05-2015 13:46
NCCM_36471,NORMAL,BTNCCM,CLOSED,,DeviVish,Provisioning-Network,,No,09-01-2015 10:43,No,,,,
NCCM_36473,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,4431262249,No,09-01-2015 11:45,No,,CM-IP-Enterprise,CM-IP-Enterprise,09-01-2015 12:22
NCCM_36475,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,091CHEN030002576265,No,09-01-2015 12:09,No,,CM-IP-Enterprise,CM-IP-Enterprise,09-01-2015 12:15
NCCM_36476,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,091MUMB030010023743,No,09-01-2015 12:44,No,,CM-IP-Enterprise,CM-IP-Enterprise,09-01-2015 12:47
NCCM_36478,CEASE,BTNCCM,Ceased,,bikramjit.singh,PMG,,No,09-01-2015 13:20,No,,,,
NCCM_36479,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_UpdateCramerCLR,bikramjit.singh,PMG,,No,09-01-2015 13:26,No,,Provisioning-Network,Provisioning-Network,09-01-2015 13:40
NCCM_36480,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_UpdateCramerCLR,bikramjit.singh,PMG,,No,09-01-2015 13:40,No,,Provisioning-Network,Provisioning-Network,09-01-2015 13:45
NCCM_36481,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_UpdateCramerCLR,bikramjit.singh,PMG,,No,09-01-2015 13:46,No,,Provisioning-Network,Provisioning-Network,09-01-2015 13:46
NCCM_36482,NORMAL,BTNCCM,CLOSED,,sadvitot,Provisioning-Network,,No,09-01-2015 14:09,No,,,,
NCCM_36483,NORMAL,PINCNCCM,IN PROGRESS,NCCM_PC_INC_ActivityGoAhead,singh.amit,,091MUMB1143010580378,No,09-01-2015 15:15,No,,SD-CNOC,SD-CNOC,14-01-2015 11:39
NCCM_36487,NORMAL,BTNCCM,CLOSED,,santpati,Provisioning-Network,,No,09-01-2015 15:48,No,,,,
NCCM_36488,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,ISInamda,Provisioning-Network,,No,09-01-2015 15:55,No,,CM-Transport,CM-Transport,09-01-2015 16:12
NCCM_38821,NORMAL,URIGPSNCCM,IN PROGRESS,NCCM_UR_IGP_ConfigureIP,paresh.pawar,SOC-IP,2031243788,No,18-03-2015 12:38,No,,CM-IP-Enterprise,CM-IP-Enterprise,18-03-2015 17:37
NCCM_38821,NORMAL,URIGPSNCCM,IN PROGRESS,NCCM_UR_IGP_ConfigureTX,paresh.pawar,SOC-IP,2031243788,No,18-03-2015 12:38,No,,ESOC,ESOC,19-03-2015 11:12
NCCM_36486,NORMAL,URIGPSNCCM,IN PROGRESS,NCCM_UR_IGP_VerifyCRSAAccess,parag.potdar,IP-Field-Ops-Mumbai,222296661,No,09-01-2015 15:46,No,,SA-ACCESS,SA-ACCESS,09-01-2015 15:57
NCCM_36489,NORMAL,BTNCCM,IN PROGRESS,NCCM_BM_Tx_ReviewAndClose,DeviVish,Provisioning-Network,,No,09-01-2015 15:58,No,,Provisioning-Network,Provisioning-Network,11-01-2015 04:11
NCCM_36491,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,091CHEN623008069452,No,09-01-2015 17:10,No,,CM-IP-Enterprise,CM-IP-Enterprise,09-01-2015 17:14
NCCM_36492,NORMAL,PGICCNCCM,IN PROGRESS,NCCM_PC_GIC_ConfigureCircuit,paresh.pawar,SOC-IP,091CHEN623009548128,No,09-01-2015 17:14,No,,CM-IP-Enterprise,CM-IP-Enterprise,09-01-2015 17:18
NCCM_36493,NORMAL,BTNCCM,CLOSED,,omprakash.kore,Provisioning-Network,,No,09-01-2015 18:06,No,,,,
NCCM_36497,NORMAL,PITGISNCCM,IN PROGRESS,NCCM_PITGIS_RaiseChangeRequest,bikramjit.singh,PMG,091GURG030007433240,No,09-01-2015 18:11,No,,PMG,PMG,09-01-2015 18:16
